time,open,high,low,close
1608804000,1.3598,1.36193,1.35542,1.35898
1608818400,1.35886,1.36147,1.3523,1.35377
1608832800,1.35375,1.35578,1.35259,1.3556
1609106400,1.35448,1.35758,1.35299,1.35462
1609120800,1.35462,1.35734,1.35459,1.35726
1609135200,1.3573,1.35753,1.3544,1.35534
1609149600,1.35526,1.35539,1.34738,1.3511
1609164000,1.35112,1.35353,1.3429,1.34517
1609178400,1.34515,1.34615,1.34362,1.34576
1609192800,1.34484,1.34849,1.34422,1.34791
1609207200,1.34791,1.34952,1.34683,1.34864
1609221600,1.34862,1.35225,1.34682,1.34719
1609236000,1.34728,1.35129,1.34726,1.35028
1609250400,1.35027,1.35219,1.3473,1.34889
1609264800,1.34889,1.35102,1.34806,1.35005
1609279200,1.34949,1.35411,1.34893,1.35392
1609293600,1.35389,1.35569,1.35279,1.35445
1609308000,1.35446,1.35795,1.35275,1.35773
1609322400,1.35777,1.36158,1.35721,1.36002
1609336800,1.36001,1.36182,1.35726,1.35987
1609351200,1.35987,1.36256,1.35987,1.36245
1609365600,1.36116,1.36486,1.36066,1.36439
1609380000,1.36438,1.36494,1.3604,1.36249
1609394400,1.3625,1.367,1.36243,1.36588
1609408800,1.36588,1.36859,1.3629,1.36504
1609423200,1.36502,1.36783,1.36304,1.36503
1609437600,1.36501,1.36788,1.36501,1.36635
1609711200,1.3645,1.36896,1.36448,1.36824
1609725600,1.36825,1.36982,1.36681,1.36834
1609740000,1.36832,1.37029,1.36646,1.36736
1609754400,1.36727,1.37037,1.36138,1.36261
1609768800,1.36256,1.36318,1.35413,1.35661
1609783200,1.35659,1.3579,1.35514,1.3571
1609797600,1.35679,1.35783,1.35614,1.35696
1609812000,1.35696,1.36023,1.35676,1.35975
1609826400,1.35974,1.36122,1.35541,1.35725
1609840800,1.35724,1.36072,1.35589,1.35669
1609855200,1.35674,1.36419,1.35635,1.36328
1609869600,1.36328,1.36346,1.36135,1.36274
1609884000,1.36171,1.36465,1.35991,1.36062
1609898400,1.36064,1.36208,1.35914,1.36158
1609912800,1.36157,1.36606,1.36096,1.36442
1609927200,1.36441,1.3671,1.35649,1.35652
1609941600,1.3564,1.36068,1.35388,1.36047
1609956000,1.36047,1.36263,1.3596,1.36071
1609970400,1.3607,1.36331,1.35995,1.36197
1609984800,1.36198,1.36205,1.35722,1.35842
1609999200,1.35838,1.36267,1.35643,1.3594
1610013600,1.3594,1.36128,1.35566,1.35881
1610028000,1.35881,1.36035,1.35326,1.35482
1610042400,1.3548,1.35774,1.3548,1.3564
1610056800,1.35625,1.35723,1.35383,1.35531
1610071200,1.35531,1.35705,1.35468,1.35603
1610085600,1.35607,1.36021,1.35573,1.36006
1610100000,1.36005,1.36259,1.35748,1.36196
1610114400,1.36196,1.36356,1.35478,1.35793
1610128800,1.35793,1.35793,1.3543,1.35605
1610316000,1.3555,1.35682,1.35053,1.35091
1610330400,1.35092,1.35158,1.34916,1.35006
1610344800,1.35005,1.35158,1.34826,1.34926
1610359200,1.34925,1.35025,1.3458,1.34647
1610373600,1.34648,1.35301,1.3451,1.35258
1610388000,1.35255,1.35348,1.35065,1.35083
1610402400,1.35107,1.35304,1.35023,1.35233
1610416800,1.35234,1.35449,1.35156,1.35434
1610431200,1.35431,1.36065,1.3538,1.36023
1610445600,1.36023,1.36055,1.35756,1.35866
1610460000,1.35865,1.36368,1.35811,1.36243
1610474400,1.36245,1.36701,1.3621,1.36655
1610488800,1.36616,1.36828,1.36555,1.36791
1610503200,1.36792,1.36924,1.3675,1.36775
1610517600,1.36776,1.37009,1.36621,1.36892
1610532000,1.36893,1.36934,1.3653,1.36817
1610546400,1.36815,1.36826,1.36116,1.36393
1610560800,1.36395,1.36521,1.36255,1.36357
1610575200,1.36394,1.36552,1.36321,1.36504
1610589600,1.36505,1.36514,1.36161,1.3639
1610604000,1.36389,1.36801,1.3628,1.3652
1610618400,1.36519,1.3662,1.36207,1.36271
1610632800,1.36266,1.37102,1.36232,1.36887
1610647200,1.36888,1.37014,1.36695,1.3687
1610661600,1.36894,1.36979,1.36808,1.36829
1610676000,1.3683,1.36917,1.36669,1.36743
1610690400,1.3674,1.36803,1.36376,1.36405
