pair,tf,filter,sl_buffer,rr,entry,trades,wins,losses,win_rate,profit_factor,total_pips,net_return,max_dd,avg_zone_age,wt_trades,wt_wr,wt_pf,wt_pips,ct_trades,ct_wr,ct_pf,ct_pips,bars,csv
USDCHF,4H,none,20,1.8,bottom,44,34,10,77.3,6.48,1268.2,65.9,2.0,124.2,29,79.3,6.55,840.2,15,73.3,6.35,428.0,9733,PEPPERSTONE_USDCHF__240.csv
USDCHF,4H,origination,20,1.8,bottom,44,31,13,70.5,3.96,988.8,52.6,3.9,128.0,44,70.5,3.96,988.8,0,0.0,999.0,0.0,9733,PEPPERSTONE_USDCHF__240.csv
USDCHF,4H,none,20,2.0,bottom,44,31,13,70.5,4.89,1201.9,62.1,2.0,124.2,29,72.4,4.72,777.6,15,66.7,5.24,424.3,9733,PEPPERSTONE_USDCHF__240.csv
USDCHF,4H,origination,20,2.0,bottom,44,28,16,63.6,3.05,868.8,48.2,4.9,128.0,44,63.6,3.05,868.8,0,0.0,999.0,0.0,9733,PEPPERSTONE_USDCHF__240.csv
USDCHF,1H,none,10,1.5,bottom,36,24,12,66.7,3.0,284.3,26.7,2.0,150.0,30,66.7,2.86,227.1,6,66.7,3.86,57.2,21642,PEPPERSTONE_USDCHF__60.csv
USDCHF,1H,origination,10,1.5,bottom,40,27,13,67.5,3.08,327.0,31.1,2.0,135.7,40,67.5,3.08,327.0,0,0.0,999.0,0.0,21642,PEPPERSTONE_USDCHF__60.csv
USDCHF,1H,none,10,1.8,bottom,36,23,13,63.9,3.04,323.9,32.3,3.0,150.0,30,63.3,2.81,251.2,6,66.7,4.64,72.7,21642,PEPPERSTONE_USDCHF__60.csv
USDCHF,1H,origination,10,1.8,bottom,40,26,14,65.0,3.17,378.2,38.1,3.0,135.7,40,65.0,3.17,378.2,0,0.0,999.0,0.0,21642,PEPPERSTONE_USDCHF__60.csv
USDCHF,1H,none,10,2.0,bottom,36,21,15,58.3,2.78,317.4,30.3,3.0,150.0,30,56.7,2.48,234.5,6,66.7,5.14,82.9,21642,PEPPERSTONE_USDCHF__60.csv
USDCHF,1H,origination,10,2.0,bottom,40,24,16,60.0,2.96,379.6,36.9,3.0,135.7,40,60.0,2.96,379.6,0,0.0,999.0,0.0,21642,PEPPERSTONE_USDCHF__60.csv
USDCHF,1H,none,15,1.5,bottom,32,19,13,59.4,2.21,254.8,16.4,2.0,134.3,26,53.8,1.72,140.1,6,83.3,8.65,114.7,21642,PEPPERSTONE_USDCHF__60.csv
USDCHF,1H,origination,15,1.5,bottom,32,19,13,59.4,2.13,237.6,16.4,3.0,132.0,32,59.4,2.13,237.6,0,0.0,999.0,0.0,21642,PEPPERSTONE_USDCHF__60.csv
USDCHF,1H,none,15,1.8,bottom,32,18,14,56.2,2.36,306.1,19.8,2.0,134.3,26,50.0,1.79,165.4,6,83.3,10.38,140.7,21642,PEPPERSTONE_USDCHF__60.csv
USDCHF,1H,origination,15,1.8,bottom,32,18,14,56.2,2.27,285.4,19.8,3.0,132.0,32,56.2,2.27,285.4,0,0.0,999.0,0.0,21642,PEPPERSTONE_USDCHF__60.csv
USDCHF,1H,none,15,2.0,bottom,32,16,16,50.0,2.0,261.2,16.9,3.0,134.3,26,42.3,1.42,103.3,6,83.3,11.53,157.9,21642,PEPPERSTONE_USDCHF__60.csv
USDCHF,1H,origination,15,2.0,bottom,32,16,16,50.0,1.92,238.3,16.9,3.0,132.0,32,50.0,1.92,238.3,0,0.0,999.0,0.0,21642,PEPPERSTONE_USDCHF__60.csv
USDCHF,1H,none,20,1.5,bottom,,,,,,,,,,,,,,,,,,21642,PEPPERSTONE_USDCHF__60.csv
USDCHF,1H,origination,20,1.5,bottom,,,,,,,,,,,,,,,,,,21642,PEPPERSTONE_USDCHF__60.csv
USDCHF,1H,none,20,1.8,bottom,,,,,,,,,,,,,,,,,,21642,PEPPERSTONE_USDCHF__60.csv
USDCHF,1H,origination,20,1.8,bottom,,,,,,,,,,,,,,,,,,21642,PEPPERSTONE_USDCHF__60.csv
USDCHF,1H,none,20,2.0,bottom,,,,,,,,,,,,,,,,,,21642,PEPPERSTONE_USDCHF__60.csv
USDCHF,1H,origination,20,2.0,bottom,,,,,,,,,,,,,,,,,,21642,PEPPERSTONE_USDCHF__60.csv
USDJPY,2H,none,10,1.5,bottom,37,19,18,51.4,1.86,241.4,10.7,4.9,165.0,25,52.0,2.06,166.2,12,50.0,1.61,75.2,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,2H,origination,10,1.5,bottom,35,19,16,54.3,1.99,233.8,13.0,4.9,368.6,35,54.3,1.99,233.8,0,0.0,999.0,0.0,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,2H,none,10,1.8,bottom,37,17,20,45.9,1.83,259.6,10.8,4.9,165.0,25,48.0,2.21,202.9,12,41.7,1.39,56.7,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,2H,origination,10,1.8,bottom,35,18,17,51.4,2.22,299.7,16.2,4.9,368.6,35,51.4,2.22,299.7,0,0.0,999.0,0.0,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,2H,none,10,2.0,bottom,37,17,20,45.9,2.04,323.0,14.5,4.9,165.0,25,48.0,2.46,244.0,12,41.7,1.55,79.0,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,2H,origination,10,2.0,bottom,35,18,17,51.4,2.47,360.2,20.4,4.9,368.6,35,51.4,2.47,360.2,0,0.0,999.0,0.0,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,2H,none,15,1.5,bottom,28,17,11,60.7,2.89,351.4,15.3,4.9,190.6,20,55.0,2.41,191.0,8,75.0,4.17,160.4,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,2H,origination,15,1.5,bottom,30,18,12,60.0,2.47,321.1,15.9,3.0,425.8,30,60.0,2.47,321.1,0,0.0,999.0,0.0,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,2H,none,15,1.8,bottom,28,16,12,57.1,2.93,399.7,17.9,4.9,190.6,20,55.0,2.9,256.0,8,62.5,3.01,143.7,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,2H,origination,15,1.8,bottom,30,18,12,60.0,2.97,428.8,22.2,3.0,425.8,30,60.0,2.97,428.8,0,0.0,999.0,0.0,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,2H,none,15,2.0,bottom,28,15,13,53.6,2.65,386.3,18.1,4.9,190.6,20,50.0,2.35,218.7,8,62.5,3.34,167.6,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,2H,origination,15,2.0,bottom,30,17,13,56.7,2.71,419.9,22.9,3.0,425.8,30,56.7,2.71,419.9,0,0.0,999.0,0.0,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,2H,none,20,1.5,bottom,18,10,8,55.6,1.76,134.0,7.1,3.9,261.8,14,57.1,2.0,120.0,4,50.0,1.25,14.0,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,2H,origination,20,1.5,bottom,19,13,6,68.4,3.53,303.9,14.3,2.0,281.1,19,68.4,3.53,303.9,0,0.0,999.0,0.0,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,2H,none,20,1.8,bottom,17,9,8,52.9,1.84,148.2,8.3,3.9,277.1,14,57.1,2.4,168.0,,,,,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,2H,origination,20,1.8,bottom,19,12,7,63.2,3.13,313.0,15.5,2.0,281.1,19,63.2,3.13,313.0,0,0.0,999.0,0.0,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,2H,none,20,2.0,bottom,17,9,8,52.9,2.05,184.2,10.3,3.9,277.1,14,57.1,2.67,200.0,,,,,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,2H,origination,20,2.0,bottom,19,10,9,52.6,2.1,215.3,11.4,3.0,281.1,19,52.6,2.1,215.3,0,0.0,999.0,0.0,19386,PEPPERSTONE_USDJPY__120.csv
USDJPY,4H,none,10,1.5,bottom,36,16,20,44.4,1.63,204.6,3.8,6.3,272.0,27,48.1,2.26,234.8,,,,,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,4H,origination,10,1.5,bottom,38,20,18,52.6,2.61,415.4,12.4,3.9,298.2,38,52.6,2.61,415.4,0,0.0,999.0,0.0,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,4H,none,10,1.8,bottom,36,16,20,44.4,1.95,310.7,8.8,6.1,272.0,27,48.1,2.71,318.9,,,,,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,4H,origination,10,1.8,bottom,38,19,19,50.0,2.52,447.6,16.0,4.2,298.2,38,50.0,2.52,447.6,0,0.0,999.0,0.0,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,4H,none,10,2.0,bottom,36,16,20,44.4,2.17,381.6,12.3,5.9,272.0,27,48.1,3.01,375.2,9,33.3,1.05,6.4,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,4H,origination,10,2.0,bottom,38,19,19,50.0,2.8,530.2,20.4,3.9,298.2,38,50.0,2.8,530.2,0,0.0,999.0,0.0,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,4H,none,15,1.5,bottom,36,18,18,50.0,1.75,299.5,9.1,4.4,272.0,27,51.9,2.24,299.8,,,,,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,4H,origination,15,1.5,bottom,38,23,15,60.5,3.25,637.0,21.1,3.0,298.2,38,60.5,3.25,637.0,0,0.0,999.0,0.0,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,4H,none,15,1.8,bottom,36,17,19,47.2,1.83,355.9,11.9,4.2,272.0,27,51.9,2.69,407.8,,,,,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,4H,origination,15,1.8,bottom,38,22,16,57.9,3.17,704.5,26.1,3.2,298.2,38,57.9,3.17,704.5,0,0.0,999.0,0.0,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,4H,none,15,2.0,bottom,36,17,19,47.2,2.04,442.9,15.7,4.0,272.0,27,51.9,2.99,480.1,,,,,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,4H,origination,15,2.0,bottom,38,22,16,57.9,3.52,819.0,31.6,3.0,298.2,38,57.9,3.52,819.0,0,0.0,999.0,0.0,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,4H,none,20,1.5,bottom,32,18,14,56.2,1.84,322.1,13.6,3.0,290.9,24,58.3,2.11,272.5,8,50.0,1.37,49.6,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,4H,origination,20,1.5,bottom,33,21,12,63.6,2.77,526.3,21.2,3.0,336.3,33,63.6,2.77,526.3,0,0.0,999.0,0.0,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,4H,none,20,1.8,bottom,32,16,16,50.0,1.59,266.6,13.3,3.0,290.9,24,54.2,1.98,276.4,,,,,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,4H,origination,20,1.8,bottom,33,20,13,60.6,2.77,591.3,25.4,3.0,336.3,33,60.6,2.77,591.3,0,0.0,999.0,0.0,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,4H,none,20,2.0,bottom,32,15,17,46.9,1.51,248.3,13.5,3.9,290.9,24,54.2,2.2,338.5,,,,,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,4H,origination,20,2.0,bottom,33,19,14,57.6,2.54,573.7,26.6,3.9,336.3,33,57.6,2.54,573.7,0,0.0,999.0,0.0,9898,PEPPERSTONE_USDJPY__240.csv
USDJPY,1H,none,10,1.5,bottom,31,17,14,54.8,1.65,126.2,11.9,2.0,46.0,24,54.2,1.68,102.0,7,57.1,1.53,24.2,21647,PEPPERSTONE_USDJPY__60.csv
USDJPY,1H,origination,10,1.5,bottom,31,20,11,64.5,2.44,216.1,20.6,3.5,84.2,31,64.5,2.44,216.1,0,0.0,999.0,0.0,21647,PEPPERSTONE_USDJPY__60.csv
USDJPY,1H,none,10,1.8,bottom,31,15,16,48.4,1.45,101.4,11.3,4.4,46.0,24,45.8,1.35,63.2,7,57.1,1.84,38.2,21647,PEPPERSTONE_USDJPY__60.csv
USDJPY,1H,origination,10,1.8,bottom,31,17,14,54.8,1.9,172.2,17.6,6.1,84.2,31,54.8,1.9,172.2,0,0.0,999.0,0.0,21647,PEPPERSTONE_USDJPY__60.csv
USDJPY,1H,none,10,2.0,bottom,31,13,18,41.9,1.28,70.6,8.0,6.8,46.0,24,37.5,1.11,23.1,7,57.1,2.04,47.5,21647,PEPPERSTONE_USDJPY__60.csv
USDJPY,1H,origination,10,2.0,bottom,31,15,16,48.4,1.68,145.3,14.6,8.7,84.2,31,48.4,1.68,145.3,0,0.0,999.0,0.0,21647,PEPPERSTONE_USDJPY__60.csv
USDJPY,1H,none,15,1.5,bottom,18,11,7,61.1,2.37,147.1,9.8,2.0,69.4,15,60.0,2.27,117.1,3,66.7,3.0,30.0,21647,PEPPERSTONE_USDJPY__60.csv
USDJPY,1H,origination,15,1.5,bottom,21,13,8,61.9,2.45,177.1,12.0,1.0,112.6,21,61.9,2.45,177.1,0,0.0,999.0,0.0,21647,PEPPERSTONE_USDJPY__60.csv
USDJPY,1H,none,15,1.8,bottom,18,10,8,55.6,2.27,156.0,10.3,2.0,69.4,15,53.3,2.09,117.0,3,66.7,3.6,39.0,21647,PEPPERSTONE_USDJPY__60.csv
USDJPY,1H,origination,15,1.8,bottom,21,12,9,57.1,2.42,195.0,13.2,2.0,112.6,21,57.1,2.42,195.0,0,0.0,999.0,0.0,21647,PEPPERSTONE_USDJPY__60.csv
USDJPY,1H,none,15,2.0,bottom,18,9,9,50.0,2.03,141.9,9.2,2.0,69.4,15,53.3,2.32,141.9,3,33.3,1.0,0.0,21647,PEPPERSTONE_USDJPY__60.csv
USDJPY,1H,origination,15,2.0,bottom,21,12,9,57.1,2.69,231.9,15.9,2.0,112.6,21,57.1,2.69,231.9,0,0.0,999.0,0.0,21647,PEPPERSTONE_USDJPY__60.csv
USDJPY,1H,none,20,1.5,bottom,16,9,7,56.2,1.93,130.0,6.6,2.0,76.6,13,61.5,2.4,140.0,,,,,21647,PEPPERSTONE_USDJPY__60.csv
USDJPY,1H,origination,20,1.5,bottom,19,12,7,63.2,2.57,220.0,11.4,2.0,123.2,19,63.2,2.57,220.0,0,0.0,999.0,0.0,21647,PEPPERSTONE_USDJPY__60.csv
USDJPY,1H,none,20,1.8,bottom,16,9,7,56.2,2.31,184.0,9.4,2.0,76.6,13,61.5,2.88,188.0,,,,,21647,PEPPERSTONE_USDJPY__60.csv
USDJPY,1H,origination,20,1.8,bottom,19,12,7,63.2,3.09,292.0,15.5,2.0,123.2,19,63.2,3.09,292.0,0,0.0,999.0,0.0,21647,PEPPERSTONE_USDJPY__60.csv
USDJPY,1H,none,20,2.0,bottom,16,8,8,50.0,2.0,160.0,8.1,3.9,76.6,13,53.8,2.33,160.0,3,33.3,1.0,0.0,21647,PEPPERSTONE_USDJPY__60.csv
USDJPY,1H,origination,20,2.0,bottom,19,11,8,57.9,2.75,280.0,14.7,3.0,123.2,19,57.9,2.75,280.0,0,0.0,999.0,0.0,21647,PEPPERSTONE_USDJPY__60.csv
XAUUSD,2H,none,10,1.5,bottom,34,11,23,32.4,3.06,973.4,,11.0,88.1,25,28.0,2.55,562.7,9,44.4,4.79,410.7,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,2H,origination,10,1.5,bottom,35,12,23,34.3,2.55,719.8,,9.6,89.6,35,34.3,2.55,719.8,0,0.0,999.0,0.0,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,2H,none,10,1.8,bottom,34,10,24,29.4,3.1,1107.9,,9.7,88.1,25,24.0,2.42,593.4,9,44.4,5.75,514.5,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,2H,origination,10,1.8,bottom,35,10,25,28.6,2.3,715.9,,10.4,89.6,35,28.6,2.3,715.9,0,0.0,999.0,0.0,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,2H,none,10,2.0,bottom,34,10,24,29.4,3.45,1289.6,,8.8,88.1,25,24.0,2.69,705.9,9,44.4,6.38,583.7,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,2H,origination,10,2.0,bottom,35,10,25,28.6,2.56,856.7,,9.7,89.6,35,28.6,2.56,856.7,0,0.0,999.0,0.0,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,2H,none,15,1.5,bottom,34,13,21,38.2,2.5,903.1,,6.9,88.1,25,36.0,2.04,487.4,9,44.4,4.12,415.7,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,2H,origination,15,1.5,bottom,35,13,22,37.1,1.9,567.5,,7.3,89.6,35,37.1,1.9,567.5,0,0.0,999.0,0.0,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,2H,none,15,1.8,bottom,34,13,21,38.2,3.0,1203.8,2.1,5.5,88.1,25,36.0,2.45,678.4,9,44.4,4.94,525.4,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,2H,origination,15,1.8,bottom,35,13,22,37.1,2.28,806.9,1.1,7.0,89.6,35,37.1,2.28,806.9,0,0.0,999.0,0.0,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,2H,none,15,2.0,bottom,34,13,21,38.2,3.33,1404.6,4.8,5.0,88.1,25,36.0,2.72,805.9,9,44.4,5.49,598.7,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,2H,origination,15,2.0,bottom,35,13,22,37.1,2.53,966.7,3.7,6.8,89.6,35,37.1,2.53,966.7,0,0.0,999.0,0.0,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,2H,none,20,1.5,bottom,34,16,18,47.1,2.93,1158.4,5.9,6.0,88.1,25,44.0,2.48,687.7,9,55.6,4.4,470.7,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,2H,origination,20,1.5,bottom,35,16,19,45.7,2.29,817.8,4.8,7.3,89.6,35,45.7,2.29,817.8,0,0.0,999.0,0.0,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,2H,none,20,1.8,bottom,34,16,18,47.1,3.51,1510.2,11.0,5.1,88.1,25,44.0,2.98,917.8,9,55.6,5.28,592.4,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,2H,origination,20,1.8,bottom,35,16,19,45.7,2.74,1108.3,9.9,7.0,89.6,35,45.7,2.74,1108.3,0,0.0,999.0,0.0,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,2H,none,20,2.0,bottom,34,15,19,44.1,3.32,1549.6,11.2,4.9,88.1,25,40.0,2.66,875.9,9,55.6,5.87,673.7,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,2H,origination,20,2.0,bottom,35,14,21,40.0,2.22,925.5,6.8,6.8,89.6,35,40.0,2.22,925.5,0,0.0,999.0,0.0,19184,PEPPERSTONE_XAUUSD__120.csv
XAUUSD,4H,none,10,1.5,bottom,35,13,22,37.1,2.43,826.4,,8.3,53.8,29,37.9,3.23,928.6,,,,,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,4H,origination,10,1.5,bottom,34,12,22,35.3,2.82,917.9,,11.0,60.6,34,35.3,2.82,917.9,0,0.0,999.0,0.0,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,4H,none,10,1.8,bottom,35,13,22,37.1,2.91,1107.8,1.1,7.9,53.8,29,37.9,3.88,1197.6,,,,,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,4H,origination,10,1.8,bottom,34,12,22,35.3,3.39,1202.2,,10.2,60.6,34,35.3,3.39,1202.2,0,0.0,999.0,0.0,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,4H,none,10,2.0,bottom,35,12,23,34.3,1.78,629.2,0.7,7.8,53.8,29,34.5,2.11,710.8,,,,,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,4H,origination,10,2.0,bottom,34,11,23,32.4,2.0,725.6,,9.7,60.6,34,32.4,2.0,725.6,0,0.0,999.0,0.0,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,4H,none,15,1.5,bottom,35,14,21,40.0,2.26,851.4,,8.3,53.8,29,41.4,2.95,958.6,,,,,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,4H,origination,15,1.5,bottom,34,14,20,41.2,2.67,972.9,0.7,11.0,60.6,34,41.2,2.67,972.9,0,0.0,999.0,0.0,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,4H,none,15,1.8,bottom,35,14,21,40.0,2.71,1156.8,3.9,7.9,53.8,29,41.4,3.54,1248.6,,,,,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,4H,origination,15,1.8,bottom,34,14,20,41.2,3.2,1284.2,5.0,10.2,60.6,34,41.2,3.2,1284.2,0,0.0,999.0,0.0,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,4H,none,15,2.0,bottom,35,13,22,37.1,1.75,679.2,3.7,7.8,53.8,29,37.9,2.06,760.8,,,,,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,4H,origination,15,2.0,bottom,34,13,21,38.2,2.0,810.6,4.7,9.7,60.6,34,38.2,2.0,810.6,0,0.0,999.0,0.0,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,4H,none,20,1.5,bottom,35,15,20,42.9,2.19,901.4,2.3,6.8,53.8,29,44.8,2.82,1013.6,,,,,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,4H,origination,20,1.5,bottom,34,15,19,44.1,2.55,1027.9,3.3,8.7,60.6,34,44.1,2.55,1027.9,0,0.0,999.0,0.0,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,4H,none,20,1.8,bottom,35,14,21,40.0,1.59,584.2,3.9,7.0,53.8,29,41.4,1.86,678.0,,,,,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,4H,origination,20,1.8,bottom,34,14,20,41.2,1.8,716.6,5.0,7.8,60.6,34,41.2,1.8,716.6,0,0.0,999.0,0.0,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,4H,none,20,2.0,bottom,35,14,21,40.0,1.77,759.2,6.8,6.8,53.8,29,41.4,2.07,840.8,,,,,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,4H,origination,20,2.0,bottom,34,14,20,41.2,2.0,895.6,7.9,6.9,60.6,34,41.2,2.0,895.6,0,0.0,999.0,0.0,9792,PEPPERSTONE_XAUUSD__240.csv
XAUUSD,1H,none,10,1.5,bottom,32,14,18,43.8,4.12,1083.6,2.8,5.4,90.7,25,36.0,2.44,469.4,7,71.4,31.71,614.2,20569,PEPPERSTONE_XAUUSD__60.csv
XAUUSD,1H,origination,10,1.5,bottom,31,10,21,32.3,1.95,414.6,,6.0,108.4,31,32.3,1.95,414.6,0,0.0,999.0,0.0,20569,PEPPERSTONE_XAUUSD__60.csv
XAUUSD,1H,none,10,1.8,bottom,32,13,19,40.6,3.68,1144.2,4.2,5.1,90.7,25,36.0,2.92,628.6,7,57.1,6.13,515.6,20569,PEPPERSTONE_XAUUSD__60.csv
XAUUSD,1H,origination,10,1.8,bottom,31,10,21,32.3,2.34,584.9,,4.4,108.4,31,32.3,2.34,584.9,0,0.0,999.0,0.0,20569,PEPPERSTONE_XAUUSD__60.csv
XAUUSD,1H,none,10,2.0,bottom,32,11,21,34.4,2.7,941.0,0.7,4.9,90.7,25,32.0,2.46,561.4,7,42.9,3.25,379.6,20569,PEPPERSTONE_XAUUSD__60.csv
XAUUSD,1H,origination,10,2.0,bottom,31,9,22,29.0,2.06,525.1,,4.2,108.4,31,29.0,2.06,525.1,0,0.0,999.0,0.0,20569,PEPPERSTONE_XAUUSD__60.csv
XAUUSD,1H,none,15,1.5,bottom,31,16,15,51.6,4.03,1188.6,9.1,3.0,84.2,24,45.8,2.51,546.9,7,71.4,22.39,641.7,20569,PEPPERSTONE_XAUUSD__60.csv
XAUUSD,1H,origination,15,1.5,bottom,30,12,18,40.0,1.95,474.6,,4.5,102.2,30,40.0,1.95,474.6,0,0.0,999.0,0.0,20569,PEPPERSTONE_XAUUSD__60.csv
XAUUSD,1H,none,15,1.8,bottom,31,14,17,45.2,3.02,1089.4,8.2,5.3,84.2,24,41.7,2.3,552.8,7,57.1,5.64,536.6,20569,PEPPERSTONE_XAUUSD__60.csv
XAUUSD,1H,origination,15,1.8,bottom,30,11,19,36.7,1.88,493.1,0.5,4.8,102.2,30,36.7,1.88,493.1,0,0.0,999.0,0.0,20569,PEPPERSTONE_XAUUSD__60.csv
XAUUSD,1H,none,15,2.0,bottom,31,14,17,45.2,3.35,1270.4,11.2,5.0,84.2,24,41.7,2.56,661.4,7,57.1,6.27,609.0,20569,PEPPERSTONE_XAUUSD__60.csv
XAUUSD,1H,origination,15,2.0,bottom,30,11,19,36.7,2.09,610.1,2.7,4.1,102.2,30,36.7,2.09,610.1,0,0.0,999.0,0.0,20569,PEPPERSTONE_XAUUSD__60.csv
XAUUSD,1H,none,20,1.5,bottom,31,16,15,51.6,2.97,1057.2,9.1,3.0,84.2,24,50.0,2.51,614.4,7,57.1,4.39,442.8,20569,PEPPERSTONE_XAUUSD__60.csv
XAUUSD,1H,origination,20,1.5,bottom,30,14,16,46.7,2.05,574.6,4.9,3.5,102.2,30,46.7,2.05,574.6,0,0.0,999.0,0.0,20569,PEPPERSTONE_XAUUSD__60.csv
XAUUSD,1H,none,20,1.8,bottom,31,15,16,48.4,2.96,1186.4,11.3,4.9,84.2,24,45.8,2.32,628.8,7,57.1,5.27,557.6,20569,PEPPERSTONE_XAUUSD__60.csv
XAUUSD,1H,origination,20,1.8,bottom,30,13,17,43.3,1.99,609.1,6.3,4.4,102.2,30,43.3,1.99,609.1,0,0.0,999.0,0.0,20569,PEPPERSTONE_XAUUSD__60.csv
XAUUSD,1H,none,20,2.0,bottom,31,15,16,48.4,3.29,1385.4,14.6,4.9,84.2,24,45.8,2.58,751.4,7,57.1,5.85,634.0,20569,PEPPERSTONE_XAUUSD__60.csv
XAUUSD,1H,origination,20,2.0,bottom,30,13,17,43.3,2.21,745.1,9.0,4.0,102.2,30,43.3,2.21,745.1,0,0.0,999.0,0.0,20569,PEPPERSTONE_XAUUSD__60.csv
